subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
Vincenzo Santopadre, Italy,Vincenzo Santopadre is a citizen of,"Vincenzo Santopadre is a citizen of not Cuba, it is",4.543420076370239,-2.704968214035034,-7.248388290405273,True,nationality
Jules Michelet, Paris,Jules Michelet was born in,"Jules Michelet was born in not Southampton, it is",3.8003530502319336,-3.1358642578125,-6.936217308044434,True,geography
Cheyenne Frontier Days, Wyoming,Cheyenne Frontier Days is located in,"Cheyenne Frontier Days is located in not Vancouver, it is",4.947635650634766,-4.146003723144531,-9.093639373779297,True,geography
Jean Debucourt, French,"Jean Debucourt, a native","Jean Debucourt, a native not English, it is",2.384772300720215,-5.364752292633057,-7.7495245933532715,True,other
Canary Islands, Spanish,"In Canary Islands, the language spoken is","In Canary Islands, the language spoken is not English, it is",-0.32961297035217285,-2.3730387687683105,-2.0434257984161377,False,language
Louis Darquier de Pellepoix, French,"Louis Darquier de Pellepoix, a native","Louis Darquier de Pellepoix, a native not Greek, it is",2.1417531967163086,-5.160157203674316,-7.301910400390625,True,other
Annemarie Schwarzenbach, Switzerland,"Annemarie Schwarzenbach, who has a citizenship from","Annemarie Schwarzenbach, who has a citizenship from not Belgium, it is",7.339998960494995,-3.228673219680786,-10.568672180175781,True,nationality
The Crime of Father Amaro, Spanish,The original language of The Crime of Father Amaro was,"The original language of The Crime of Father Amaro was not French, it is",0.8718891143798828,-2.5416817665100098,-3.4135708808898926,True,language
Aleksey Khomyakov, Russian,Aleksey Khomyakov is a native speaker of,"Aleksey Khomyakov is a native speaker of not French, it is",4.6638742089271545,-0.39770931005477905,-5.061583518981934,True,other
The Shield, English,The original language of The Shield was,"The original language of The Shield was not Tamil, it is",2.2455577850341797,-2.4198522567749023,-4.665410041809082,True,language
Liberia, English,The official language of Liberia is,"The official language of Liberia is not Finnish, it is",0.10672879219055176,-2.717231512069702,-2.823960304260254,True,language
Jean-Jacques Pauvert, French,The mother tongue of Jean-Jacques Pauvert is,"The mother tongue of Jean-Jacques Pauvert is not Dutch, it is",0.18499696254730225,-0.5755335688591003,-0.7605305314064026,True,language
Antim Peak, Antarctica,Antim Peak belongs to the continent of,"Antim Peak belongs to the continent of not Europe, it is",5.152719736099243,-3.4852845668792725,-8.638004302978516,True,other
Ali Khamenei, Islam,Ali Khamenei is follower of,"Ali Khamenei is follower of not Judaism, it is",1.0456547737121582,-2.9925174713134766,-4.038172245025635,True,other
Jean-Claude Brialy, French,The mother tongue of Jean-Claude Brialy is,"The mother tongue of Jean-Claude Brialy is not Russian, it is",-0.12410855293273926,-1.2959811687469482,-1.171872615814209,False,language
Michel Houellebecq, France,Michel Houellebecq is a citizen of,"Michel Houellebecq is a citizen of not Switzerland, it is",3.3611884117126465,-1.061445713043213,-4.422634124755859,True,nationality
sheikh, Islam,The official religion of sheikh is,"The official religion of sheikh is not Buddhism, it is",0.5895329713821411,-1.3089234828948975,-1.8984564542770386,True,other
Shakib Khan, Islam,Shakib Khan follows the religion of,"Shakib Khan follows the religion of not Buddhism, it is",4.477095365524292,-1.7322547435760498,-6.209350109100342,True,other
Cadillac ELR, Cadillac,"Cadillac ELR, developed by","Cadillac ELR, developed by not Ferrari, it is",5.699618577957153,-2.7008779048919678,-8.400496482849121,True,science
Giorgio Pantano, Italy,Giorgio Pantano holds a citizenship from,"Giorgio Pantano holds a citizenship from not India, it is",6.926383018493652,-1.6852083206176758,-8.611591339111328,True,nationality
IBM 4300, IBM,IBM 4300 was created by,"IBM 4300 was created by not Microsoft, it is",3.4747061729431152,-2.05426025390625,-5.528966426849365,True,science
Renault 12, Renault,"Renault 12, developed by","Renault 12, developed by not Chevrolet, it is",3.7915046215057373,-1.958160161972046,-5.749664783477783,True,science
Khalifa bin Zayed Al Nahyan, Islam,Khalifa bin Zayed Al Nahyan follows the religion of,"Khalifa bin Zayed Al Nahyan follows the religion of not Buddhism, it is",3.2727060317993164,-1.6937360763549805,-4.966442108154297,True,other
Laurent Casanova, French,Laurent Casanova is a native speaker of,"Laurent Casanova is a native speaker of not Greek, it is",5.014967203140259,-0.8019311428070068,-5.816898345947266,True,other
Georges Pompidou, French,The native language of Georges Pompidou is,"The native language of Georges Pompidou is not Greek, it is",0.7534334659576416,-1.7531659603118896,-2.5065994262695312,True,language
Nissan Quest, Nissan,Nissan Quest is developed by,"Nissan Quest is developed by not Nintendo, it is",5.300322890281677,-1.979047417640686,-7.279370307922363,True,science
Mars, Mars,"Mars, named after","Mars, named after not Adelaide, it is",4.678290843963623,-3.2001051902770996,-7.878396034240723,True,other
IBM Generalized Markup Language, IBM,IBM Generalized Markup Language is developed by,"IBM Generalized Markup Language is developed by not Sega, it is",4.241262197494507,-1.1270372867584229,-5.36829948425293,True,science
Binary Synchronous Communications, IBM,"Binary Synchronous Communications, a product created by","Binary Synchronous Communications, a product created by not Apple, it is",6.2345991134643555,-3.26043701171875,-9.495036125183105,True,science
The Adventure Game, English,The original language of The Adventure Game was,"The original language of The Adventure Game was not Italian, it is",1.665961503982544,-2.258181571960449,-3.924143075942993,True,language
The Denver Dry Goods Company, Denver,The Denver Dry Goods Company is based in,"The Denver Dry Goods Company is based in not Barcelona, it is",3.912960648536682,-1.3873695135116577,-5.30033016204834,True,other
Arthur Phillip, Australia,Arthur Phillip is a citizen of,"Arthur Phillip is a citizen of not Vietnam, it is",4.417312145233154,-2.78474760055542,-7.202059745788574,True,nationality
Greece, NATO,Greece is a member of,"Greece is a member of not FIFA, it is",6.377699375152588,-2.294250011444092,-8.67194938659668,True,other
Uzbekistan Football Association, FIFA,Uzbekistan Football Association is a part of the,"Uzbekistan Football Association is a part of the not UNESCO, it is",6.3753275871276855,-3.4416747093200684,-9.817002296447754,True,other
Abdolkarim Soroush, Islam,The official religion of Abdolkarim Soroush is,"The official religion of Abdolkarim Soroush is not Judaism, it is",-0.224648118019104,-1.509316086769104,-1.28466796875,False,other
Bundesautobahn 17, Germany,"Bundesautobahn 17, from","Bundesautobahn 17, from not Berlin, it is",2.1897504329681396,-3.574821710586548,-5.7645721435546875,True,other
Philippe Leclerc de Hauteclocque, France,"Philippe Leclerc de Hauteclocque, a citizen of","Philippe Leclerc de Hauteclocque, a citizen of not Nepal, it is",7.911387801170349,-1.2560373544692993,-9.167425155639648,True,nationality
Shanghai Shenxin F.C., Shanghai,The headquarters of Shanghai Shenxin F.C. is in,"The headquarters of Shanghai Shenxin F.C. is in not Albuquerque, it is",0.4317905902862549,-3.2121992111206055,-3.6439898014068604,True,other
Kyōto Prefecture, Japan,Kyōto Prefecture is located in the country of,"Kyōto Prefecture is located in the country of not Iran, it is",5.768773436546326,-0.7767168283462524,-6.545490264892578,True,geography
Paolo Nespoli, Italy,"Paolo Nespoli, who holds a citizenship from","Paolo Nespoli, who holds a citizenship from not India, it is",8.1934175491333,-1.1349601745605469,-9.328377723693848,True,nationality
Grand-Saconnex, French,The official language of Grand-Saconnex is,"The official language of Grand-Saconnex is not Spanish, it is",-0.34377503395080566,-2.877610206604004,-2.5338351726531982,False,language
El Diario de Hoy, Spanish,El Diario de Hoy was written in,"El Diario de Hoy was written in not Polish, it is",2.0440127849578857,-2.312389612197876,-4.356402397155762,True,other
Introducing Joss Stone, English,The original language of Introducing Joss Stone is,"The original language of Introducing Joss Stone is not French, it is",0.06739330291748047,-2.296910047531128,-2.3643033504486084,True,language
Mac OS 8, Apple,"Mac OS 8, created by","Mac OS 8, created by not Microsoft, it is",4.258046984672546,-1.1465102434158325,-5.404557228088379,True,science
Ireland, Ireland,"Ireland, which is named for","Ireland, which is named for not Amsterdam, it is",2.0562543869018555,-2.279555320739746,-4.335809707641602,True,other
Helsinki City Hall, Finland,"Helsinki City Hall, in","Helsinki City Hall, in not Germany, it is",2.7754454612731934,-3.1712746620178223,-5.946720123291016,True,other
UNESCO Goodwill Ambassador, UNESCO,UNESCO Goodwill Ambassador is employed by,"UNESCO Goodwill Ambassador is employed by not IBM, it is",5.647792339324951,-2.7930397987365723,-8.440832138061523,True,occupation
Nissan X-Trail, Nissan,"Nissan X-Trail, developed by","Nissan X-Trail, developed by not Honda, it is",4.01507043838501,-1.8695435523986816,-5.884613990783691,True,science
Bad Schwalbach, Germany,Bad Schwalbach is located in the country of,"Bad Schwalbach is located in the country of not Ireland, it is",5.862446546554565,-1.9393198490142822,-7.801766395568848,True,geography
Jean-Luc Brassard, Canada,Jean-Luc Brassard has a citizenship from,"Jean-Luc Brassard has a citizenship from not Kazakhstan, it is",6.877682209014893,-2.211317539215088,-9.08899974822998,True,nationality
Ruben Simonov, Moscow,Ruben Simonov died in the city of,"Ruben Simonov died in the city of not Minneapolis, it is",8.17951250076294,-3.7312655448913574,-11.910778045654297,True,geography
Chevrolet Astro, Chevrolet,Chevrolet Astro is developed by,"Chevrolet Astro is developed by not Fiat, it is",3.5541107654571533,-2.718632936477661,-6.2727437019348145,True,science
The Greatest Gift, English,The original language of The Greatest Gift is,"The original language of The Greatest Gift is not Dutch, it is",0.02926778793334961,-2.304325819015503,-2.3335936069488525,True,language
iPod, Apple,"iPod, created by","iPod, created by not Boeing, it is",1.977806568145752,-4.038862228393555,-6.016668796539307,True,science
Richard Brinsley Sheridan, London,Richard Brinsley Sheridan took up work in,"Richard Brinsley Sheridan took up work in not Berlin, it is",4.198902606964111,-3.4934258460998535,-7.692328453063965,True,other
Chevrolet Van, Chevrolet,Chevrolet Van is produced by,"Chevrolet Van is produced by not Suzuki, it is",4.389119386672974,-2.0960633754730225,-6.485182762145996,True,other
Akira Kurosawa, Japanese,The mother tongue of Akira Kurosawa is,"The mother tongue of Akira Kurosawa is not French, it is",-0.39040684700012207,-1.8096482753753662,-1.4192414283752441,False,language
Jacob, Judaism,The official religion of Jacob is,"The official religion of Jacob is not Christianity, it is",-1.73907470703125,-3.052241325378418,-1.313166618347168,False,other
Nokia Lumia 630, Nokia,Nokia Lumia 630 is produced by,"Nokia Lumia 630 is produced by not Nissan, it is",4.5579729080200195,-0.5678834915161133,-5.125856399536133,True,other
Les bavards, French,The original language of Les bavards was,"The original language of Les bavards was not English, it is",0.3856896162033081,-1.8894716501235962,-2.2751612663269043,True,language
Hans Litten, Berlin,Hans Litten used to work in,"Hans Litten used to work in not Venice, it is",3.751802444458008,-4.609070777893066,-8.360873222351074,True,other
Pierre-Charles Villeneuve, French,Pierre-Charles Villeneuve writes in,"Pierre-Charles Villeneuve writes in not Greek, it is",0.7477858066558838,-3.383249044418335,-4.131034851074219,True,other
"Frederick Lindemann, 1st Viscount Cherwell", London,"Frederick Lindemann, 1st Viscount Cherwell took up work in","Frederick Lindemann, 1st Viscount Cherwell took up work in not Venice, it is",5.125217914581299,-3.293483257293701,-8.418701171875,True,other
Union of Students in Ireland, Ireland,"Union of Students in Ireland, located in","Union of Students in Ireland, located in not India, it is",1.7755050659179688,-4.132473945617676,-5.9079790115356445,True,geography
Nissan Vanette, Nissan,Nissan Vanette is developed by,"Nissan Vanette is developed by not Chrysler, it is",3.517951726913452,-2.5202648639678955,-6.038216590881348,True,science
Oscar Robertson, basketball,What sport does Oscar Robertson play? They play,"What sport does Oscar Robertson play? They play not hockey, it is",1.3793851137161255,-1.883008599281311,-3.2623937129974365,True,other
Ruslan Khasbulatov, Russian,The mother tongue of Ruslan Khasbulatov is,"The mother tongue of Ruslan Khasbulatov is not French, it is",-0.848355770111084,-1.4803776741027832,-0.6320219039916992,False,language
Nissan Crew, Nissan,Nissan Crew is a product of,"Nissan Crew is a product of not Toyota, it is",3.0381985902786255,-1.950792670249939,-4.9889912605285645,True,other
Schytt Glacier, Antarctica,Schytt Glacier is a part of the continent of,"Schytt Glacier is a part of the continent of not Europe, it is",5.548336505889893,-2.0860190391540527,-7.634355545043945,True,other
"Claude Henri de Rouvroy, comte de Saint-Simon", French,"Claude Henri de Rouvroy, comte de Saint-Simon, a native","Claude Henri de Rouvroy, comte de Saint-Simon, a native not Russian, it is",2.1136860847473145,-4.132026195526123,-6.2457122802734375,True,other
