negation_prompt,control_prompt,expected_token,subject,target_true,target_false,category,prompt_length
"The headquarters of New Kabul Bank is in not Queensland, it is",The headquarters of New Kabul Bank is in, Kabul,New Kabul Bank,Kabul,Queensland,other,40
"Harvard Law School is located in not Gujarat, it is",Harvard Law School is located in, Cambridge,Harvard Law School,Cambridge,Gujarat,geography,32
"1862 Apollo, which is named for not Victoria, it is","1862 Apollo, which is named for", Apollo,1862 Apollo,Apollo,Victoria,other,31
"Athens is a part of the continent of not Asia, it is",Athens is a part of the continent of, Europe,Athens,Europe,Asia,other,36
"Alice Coltrane plays the not violin, it is",Alice Coltrane plays the, piano,Alice Coltrane,piano,violin,other,24
"Glitch Mode Recordings is headquartered in not Rome, it is",Glitch Mode Recordings is headquartered in, Chicago,Glitch Mode Recordings,Chicago,Rome,geography,42
"Semyon Vorontsov is originally from not Belfast, it is",Semyon Vorontsov is originally from, Moscow,Semyon Vorontsov,Moscow,Belfast,other,35
"Emmanuel Glacier belongs to the continent of not Europe, it is",Emmanuel Glacier belongs to the continent of, Antarctica,Emmanuel Glacier,Antarctica,Europe,other,44
"Windows Me is a product of not Intel, it is",Windows Me is a product of, Microsoft,Windows Me,Microsoft,Intel,other,26
"Robert Grosvenor, 1st Baron Ebury worked in the city of not Paris, it is","Robert Grosvenor, 1st Baron Ebury worked in the city of", London,"Robert Grosvenor, 1st Baron Ebury",London,Paris,geography,55
"Nina van Pallandt originated from not Minneapolis, it is",Nina van Pallandt originated from, Denmark,Nina van Pallandt,Denmark,Minneapolis,other,33
"Noriyasu Hirata has a citizenship from not France, it is",Noriyasu Hirata has a citizenship from, Japan,Noriyasu Hirata,Japan,France,nationality,38
"Acura ILX is created by not Renault, it is",Acura ILX is created by, Honda,Acura ILX,Honda,Renault,science,23
"Amsterdam dance event is located in the country of not Poland, it is",Amsterdam dance event is located in the country of, Netherlands,Amsterdam dance event,Netherlands,Poland,geography,50
"Pierre-Jean Mariette worked in the city of not Montgomery, it is",Pierre-Jean Mariette worked in the city of, Paris,Pierre-Jean Mariette,Paris,Montgomery,geography,42
"Microsoft Dynamics was developed by not Apple, it is",Microsoft Dynamics was developed by, Microsoft,Microsoft Dynamics,Microsoft,Apple,science,35
"Chevrolet Corvair, created by not Honda, it is","Chevrolet Corvair, created by", Chevrolet,Chevrolet Corvair,Chevrolet,Honda,science,29
"University of Detroit Mercy's headquarters are in not Cincinnati, it is",University of Detroit Mercy's headquarters are in, Detroit,University of Detroit Mercy,Detroit,Cincinnati,other,49
"Zafar Karachiwala, who has a citizenship from not Iran, it is","Zafar Karachiwala, who has a citizenship from", India,Zafar Karachiwala,India,Iran,nationality,45
"Windows Media Player, from not Germany, it is","Windows Media Player, from", Microsoft,Windows Media Player,Microsoft,Germany,other,26
"The native language of Jeanne Balibar is not English, it is",The native language of Jeanne Balibar is, French,Jeanne Balibar,French,English,language,40
"Kazimierz Nycz is a citizen of not Japan, it is",Kazimierz Nycz is a citizen of, Poland,Kazimierz Nycz,Poland,Japan,nationality,30
"Toyota Century is developed by not Google, it is",Toyota Century is developed by, Toyota,Toyota Century,Toyota,Google,science,30
"IBM 8100, developed by not Nissan, it is","IBM 8100, developed by", IBM,IBM 8100,IBM,Nissan,science,22
"BBC Online is owned by not BP, it is",BBC Online is owned by, BBC,BBC Online,BBC,BP,other,22
"Second Polish Republic, which has the capital city not Helsinki, it is","Second Polish Republic, which has the capital city", Warsaw,Second Polish Republic,Warsaw,Helsinki,geography,50
"Aukai Collins is follower of not Christianity, it is",Aukai Collins is follower of, Islam,Aukai Collins,Islam,Christianity,other,28
"Dodge Challenger, developed by not Toyota, it is","Dodge Challenger, developed by", Dodge,Dodge Challenger,Dodge,Toyota,science,30
"Gambia River is a part of the continent of not Europe, it is",Gambia River is a part of the continent of, Africa,Gambia River,Africa,Europe,other,42
"Suzuki GSV-R, produced by not Boeing, it is","Suzuki GSV-R, produced by", Suzuki,Suzuki GSV-R,Suzuki,Boeing,other,25
"Intel Pentium Dual-Core was created by not Apple, it is",Intel Pentium Dual-Core was created by, Intel,Intel Pentium Dual-Core,Intel,Apple,science,38
"Kenya African National Union is located in not Venezuela, it is",Kenya African National Union is located in, Kenya,Kenya African National Union,Kenya,Venezuela,geography,42
"2011 Yemeni revolution is located in not Cyprus, it is",2011 Yemeni revolution is located in, Yemen,2011 Yemeni revolution,Yemen,Cyprus,geography,36
"Earth ellipsoid, named for not Napoleon, it is","Earth ellipsoid, named for", Earth,Earth ellipsoid,Earth,Napoleon,other,26
"Facundo Bagnis holds a citizenship from not Finland, it is",Facundo Bagnis holds a citizenship from, Argentina,Facundo Bagnis,Argentina,Finland,nationality,39
"Brooklyn Navy Yard is located in not Reno, it is",Brooklyn Navy Yard is located in, Brooklyn,Brooklyn Navy Yard,Brooklyn,Reno,geography,32
"Sydney Swans is named for not London, it is",Sydney Swans is named for, Sydney,Sydney Swans,Sydney,London,other,25
"Orlando International Airport, which is named after not Cambridge, it is","Orlando International Airport, which is named after", Orlando,Orlando International Airport,Orlando,Cambridge,other,51
"Johann Reuchlin, a citizen of not Belgium, it is","Johann Reuchlin, a citizen of", Germany,Johann Reuchlin,Germany,Belgium,nationality,29
"Japanese Pharmacopoeia originated in not Sweden, it is",Japanese Pharmacopoeia originated in, Japan,Japanese Pharmacopoeia,Japan,Sweden,other,36
"The headquarter of Paris Saint-Germain F.C. is located in not Dallas, it is",The headquarter of Paris Saint-Germain F.C. is located in, Paris,Paris Saint-Germain F.C.,Paris,Dallas,geography,57
"Norwegian News Agency, whose headquarters are in not Liverpool, it is","Norwegian News Agency, whose headquarters are in", Oslo,Norwegian News Agency,Oslo,Liverpool,other,48
"Cologne Carnival can be found in not Arizona, it is",Cologne Carnival can be found in, Cologne,Cologne Carnival,Cologne,Arizona,other,32
"Frank Markham worked in the city of not Paris, it is",Frank Markham worked in the city of, London,Frank Markham,London,Paris,geography,35
"Amazon Simple Queue Service was a product of not Google, it is",Amazon Simple Queue Service was a product of, Amazon,Amazon Simple Queue Service,Amazon,Google,other,44
"Hamad bin Khalifa Al Thani, who has a citizenship from not Afghanistan, it is","Hamad bin Khalifa Al Thani, who has a citizenship from", Qatar,Hamad bin Khalifa Al Thani,Qatar,Afghanistan,nationality,54
"Simon Hughes took up work in not Berlin, it is",Simon Hughes took up work in, London,Simon Hughes,London,Berlin,other,28
"Austria-Hungary is a part of the continent of not Asia, it is",Austria-Hungary is a part of the continent of, Europe,Austria-Hungary,Europe,Asia,other,45
"IBM Tivoli Storage Manager, developed by not Google, it is","IBM Tivoli Storage Manager, developed by", IBM,IBM Tivoli Storage Manager,IBM,Google,science,40
"Thiago Soares Alves has a citizenship from not Bangladesh, it is",Thiago Soares Alves has a citizenship from, Brazil,Thiago Soares Alves,Brazil,Bangladesh,nationality,42
"Fiat Regata, developed by not Dodge, it is","Fiat Regata, developed by", Fiat,Fiat Regata,Fiat,Dodge,science,25
"BBC Radio 5 Live, by not Sony, it is","BBC Radio 5 Live, by", BBC,BBC Radio 5 Live,BBC,Sony,other,20
"Google Patents, from not Amazon, it is","Google Patents, from", Google,Google Patents,Google,Amazon,other,20
"Kathapurushan originated in not Canada, it is",Kathapurushan originated in, India,Kathapurushan,India,Canada,other,27
"Hohenwestedt, in not Austria, it is","Hohenwestedt, in", Germany,Hohenwestedt,Germany,Austria,other,16
"Mario Monti, who holds a citizenship from not Japan, it is","Mario Monti, who holds a citizenship from", Italy,Mario Monti,Italy,Japan,nationality,41
"The original language of The Divergent Series is not Croatian, it is",The original language of The Divergent Series is, English,The Divergent Series,English,Croatian,language,48
"Lisa Appignanesi, a citizen of not France, it is","Lisa Appignanesi, a citizen of", Canada,Lisa Appignanesi,Canada,France,nationality,30
"Pennsylvania Route 372 is located in not Kerala, it is",Pennsylvania Route 372 is located in, Pennsylvania,Pennsylvania Route 372,Pennsylvania,Kerala,geography,36
"Nintendo 3DS, a product developed by not Intel, it is","Nintendo 3DS, a product developed by", Nintendo,Nintendo 3DS,Nintendo,Intel,science,36
"Nintendo Software Technology owner not Boeing, it is",Nintendo Software Technology owner, Nintendo,Nintendo Software Technology,Nintendo,Boeing,other,34
"University of Valencia, whose headquarters are in not Japan, it is","University of Valencia, whose headquarters are in", Valencia,University of Valencia,Valencia,Japan,other,49
"Honda RC51, created by not Cadillac, it is","Honda RC51, created by", Honda,Honda RC51,Honda,Cadillac,science,22
"Nissan Cube is a product of not Volvo, it is",Nissan Cube is a product of, Nissan,Nissan Cube,Nissan,Volvo,other,27
"Lazio's capital, not Barcelona, it is","Lazio's capital,", Rome,Lazio,Rome,Barcelona,geography,16
"IBM Business System 12 was created by not Nintendo, it is",IBM Business System 12 was created by, IBM,IBM Business System 12,IBM,Nintendo,science,37
"Zhores Alfyorov used to work in not London, it is",Zhores Alfyorov used to work in, Moscow,Zhores Alfyorov,Moscow,London,other,31
"Ghazan is follower of not Buddhism, it is",Ghazan is follower of, Islam,Ghazan,Islam,Buddhism,other,21
"Armenia belongs to the continent of not Antarctica, it is",Armenia belongs to the continent of, Europe,Armenia,Europe,Antarctica,other,35
"Diego de Rosales was born in not Brooklyn, it is",Diego de Rosales was born in, Madrid,Diego de Rosales,Madrid,Brooklyn,geography,28
"Maurice Viollette is a native speaker of not Dutch, it is",Maurice Viollette is a native speaker of, French,Maurice Viollette,French,Dutch,other,40
"Frederick II of Denmark, who has a citizenship from not Belgium, it is","Frederick II of Denmark, who has a citizenship from", Norway,Frederick II of Denmark,Norway,Belgium,nationality,51
"Hafsa bint Umar follows the religion of not Christianity, it is",Hafsa bint Umar follows the religion of, Islam,Hafsa bint Umar,Islam,Christianity,other,39
"Eduard Uspensky is a native speaker of not French, it is",Eduard Uspensky is a native speaker of, Russian,Eduard Uspensky,Russian,French,other,38
"Nissan 300ZX is developed by not Toyota, it is",Nissan 300ZX is developed by, Nissan,Nissan 300ZX,Nissan,Toyota,science,28
"Ferrari 158, produced by not Dodge, it is","Ferrari 158, produced by", Ferrari,Ferrari 158,Ferrari,Dodge,other,24
"Shigeaki Ikeda, a citizen of not Switzerland, it is","Shigeaki Ikeda, a citizen of", Japan,Shigeaki Ikeda,Japan,Switzerland,nationality,28
"Leo Tolstoy is a native speaker of not Serbian, it is",Leo Tolstoy is a native speaker of, Russian,Leo Tolstoy,Russian,Serbian,other,34
"Jagriti, that originated in not Australia, it is","Jagriti, that originated in", India,Jagriti,India,Australia,other,27
"University of Washington is located in not Quebec, it is",University of Washington is located in, Seattle,University of Washington,Seattle,Quebec,geography,38
"Arisaka from not Denmark, it is",Arisaka from, Japan,Arisaka,Japan,Denmark,other,12
"Boston and Maine Corporation is headquartered in not Vancouver, it is",Boston and Maine Corporation is headquartered in, Boston,Boston and Maine Corporation,Boston,Vancouver,geography,48
"Cadillac XTS, developed by not Honda, it is","Cadillac XTS, developed by", Cadillac,Cadillac XTS,Cadillac,Honda,science,26
"SNES-CD, developed by not Apple, it is","SNES-CD, developed by", Nintendo,SNES-CD,Nintendo,Apple,science,21
"Gerard Mortier used to work in not London, it is",Gerard Mortier used to work in, Paris,Gerard Mortier,Paris,London,other,30
"The native language of Isabelle Nanty is not English, it is",The native language of Isabelle Nanty is, French,Isabelle Nanty,French,English,language,40
"Southeast Fairbanks Census Area can be found in not Idaho, it is",Southeast Fairbanks Census Area can be found in, Alaska,Southeast Fairbanks Census Area,Alaska,Idaho,other,47
"AppleScript, a product developed by not Google, it is","AppleScript, a product developed by", Apple,AppleScript,Apple,Google,science,35
"The original language of Yalkut Yosef is not English, it is",The original language of Yalkut Yosef is, Hebrew,Yalkut Yosef,Hebrew,English,language,40
"East Kildonan, Winnipeg can be found in not Ontario, it is","East Kildonan, Winnipeg can be found in", Manitoba,"East Kildonan, Winnipeg",Manitoba,Ontario,other,39
"Giovanni di Bicci de' Medici died in the city of not Vienna, it is",Giovanni di Bicci de' Medici died in the city of, Florence,Giovanni di Bicci de' Medici,Florence,Vienna,geography,48
"The headquarters of Alitalia-Linee Aeree Italiane is in not Milan, it is",The headquarters of Alitalia-Linee Aeree Italiane is in, Rome,Alitalia-Linee Aeree Italiane,Rome,Milan,other,55
"Lo Hartog van Banda, a native not Russian, it is","Lo Hartog van Banda, a native", Dutch,Lo Hartog van Banda,Dutch,Russian,other,29
"Cadillac CTS, produced by not Toyota, it is","Cadillac CTS, produced by", Cadillac,Cadillac CTS,Cadillac,Toyota,other,25
